Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Drivetrain,Seating Capacity,Fuel Tank Capacity,Volume,Power_bhp,Power_rpm,Torque_Nm,Torque_rpm
Mercedes-Benz,2682000,2015,76345,Diesel,Automatic,Gurgaon,White,First,Individual,AWD,5.0,70.0,18472513.744,254.0,3600.0,619.0,1600.0
Maruti Suzuki,286000,2017,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Hyundai,340000,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,FWD,5.0,45.0,10281332.25,89.0,4000.0,219.744,1500.0
Skoda,1125000,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,FWD,5.0,55.0,10991609.142,109.0,5000.0,175.0,1750.0
Tata,580000,2018,81000,Petrol,Automatic,Valsad,Red,First,Individual,FWD,5.0,44.0,11623646.338,108.0,5000.0,170.0,1750.0
Maruti Suzuki,495000,2015,13716,Petrol,Manual,Pune,Silver,First,Individual,FWD,5.0,42.0,10529721.375,85.0,6000.0,114.0,4000.0
Maruti Suzuki,550000,2014,89000,Diesel,Manual,Chennai,White,First,Individual,FWD,5.0,42.0,10529721.375,74.0,4000.0,190.0,2000.0
Kia,1485000,2021,13000,Diesel,Automatic,Mumbai,Red,First,Individual,FWD,5.0,45.0,11777779.35,113.0,4000.0,250.0,1500.0
Skoda,885000,2018,38000,Petrol,Manual,Bangalore,Red,First,Individual,FWD,5.0,55.0,10991609.142,104.0,5200.0,153.0,3750.0
Audi,3650000,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,AWD,5.0,64.0,11811993.24,444.0,8250.0,430.0,4000.0
Hyundai,715000,2020,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,FWD,5.0,37.0,9716448.0,82.0,6000.0,114.0,4000.0
Mercedes-Benz,2485000,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,AWD,7.0,80.0,18676575.729,272.0,6000.0,350.0,5000.0
Toyota,2250000,2020,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Hyundai,1050000,2017,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Toyota,3600000,2018,7800,Diesel,Automatic,Mumbai,White,First,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Renault,375000,2019,55000,Petrol,Manual,Varanasi,Silver,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Audi,7200000,2021,20000,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,FWD,5.0,75.0,13401583.05,180.0,4000.0,320.0,1500.0
Tata,2395000,2021,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,FWD,6.0,50.0,15766690.124,168.0,3750.0,350.0,1750.0
Audi,1775000,2014,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,FWD,5.0,65.0,13401583.05,177.0,3750.0,380.0,1750.0
Honda,325000,2014,43037,Petrol,Manual,Haldwani,Silver,First,Individual,FWD,5.0,35.0,9097200.0,87.0,6000.0,109.0,4500.0
Maruti Suzuki,425000,2013,26000,Diesel,Manual,Delhi,White,First,Individual,FWD,5.0,42.0,9984397.5,74.0,4000.0,190.0,2000.0
Mahindra,1475000,2020,78000,Diesel,Manual,Yamunanagar,White,First,Individual,RWD,7.0,60.0,16179290.4,140.0,3750.0,320.0,1500.0
Toyota,1580000,2018,115000,Diesel,Automatic,Delhi,Beige,First,Individual,RWD,7.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Honda,869000,2021,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
Mercedes-Benz,5850000,2019,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,AWD,5.0,93.0,18530192.284,201.0,3800.0,500.0,1600.0
Jeep,1900000,2020,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,AWD,5.0,60.0,13103780.4,171.0,3750.0,350.0,1750.0
Maserati,9000000,2017,40000,Diesel,Automatic,Chennai,White,Second,Individual,AWD,5.0,80.0,16785934.165,275.0,4000.0,600.0,2000.0
Toyota,3550000,2020,55000,Diesel,Automatic,Delhi,Black,First,Corporate,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Porsche,3500000,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,AWD,5.0,100.0,15992662.588,500.0,6500.0,700.0,2250.0
Toyota,2425000,2022,11000,Diesel,Automatic,Agra,Black,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,360.0,1400.0
Audi,2200000,2014,95000,Diesel,Automatic,Lucknow,White,First,Individual,AWD,7.0,100.0,17528912.919,241.0,3800.0,550.0,1750.0
Maruti Suzuki,520000,2019,76000,CNG,Manual,Kanpur,White,First,Individual,FWD,5.0,60.0,9917842.5,58.0,5500.0,78.0,3500.0
Maruti Suzuki,390000,2018,18000,Petrol,Manual,Lucknow,Silver,First,Individual,FWD,5.0,35.0,7791023.75,67.0,6000.0,90.0,3500.0
Maruti Suzuki,540000,2015,38000,Petrol,Manual,Mumbai,Gold,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Maruti Suzuki,699000,2018,43000,Diesel,Automatic,Mumbai,Red,First,Individual,FWD,5.0,37.0,10193472.0,74.0,4000.0,190.0,2000.0
Hyundai,484999,2013,107000,Diesel,Manual,Chandigarh,White,First,Individual,FWD,5.0,43.0,10957775.0,126.0,4000.0,260.0,1900.0
Mercedes-Benz,7500000,2021,13000,Petrol,Automatic,Delhi,Red,First,Individual,RWD,4.0,66.0,12204229.08,362.0,5500.0,520.0,2000.0
Mercedes-Benz,850000,2011,85000,Diesel,Automatic,Mohali,White,Second,Individual,RWD,5.0,90.0,13276175.112,203.0,4200.0,500.0,1600.0
Tata,1085000,2018,8922,Petrol,Automatic,Bangalore,Red,First,Individual,FWD,5.0,44.0,11623646.338,108.0,5000.0,170.0,1750.0
Maruti Suzuki,319000,2013,47800,Petrol,Manual,Dharwad,Red,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Mahindra,549000,2012,143000,Diesel,Manual,Mohali,Silver,First,Individual,FWD,7.0,70.0,15468185.25,140.0,3750.0,330.0,2800.0
Tata,1725000,2019,68758,Diesel,Manual,Hyderabad,White,First,Individual,FWD,5.0,50.0,14856892.072,138.0,3750.0,350.0,1750.0
Honda,475000,2015,72000,Diesel,Manual,Agra,White,Second,Individual,FWD,7.0,42.0,11832765.714,99.0,3600.0,200.0,1750.0
Tata,890000,2022,7500,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,37.0,10766613.91,84.0,6000.0,113.0,3300.0
Hyundai,445000,2016,22402,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Honda,1060000,2019,12382,Petrol,Manual,Pune,Maroon,First,Corporate,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,690000,2017,61000,Diesel,Manual,Surat,Orange,First,Individual,FWD,5.0,37.0,10456912.5,74.0,4000.0,190.0,2000.0
Jaguar,4200000,2018,90868,Diesel,Automatic,Chennai,Blue,First,Individual,AWD,5.0,82.0,16176334.551,177.0,4000.0,430.0,1750.0
Land Rover,12500000,2022,22010,Petrol,Automatic,Mohali,White,First,Individual,AWD,5.0,104.0,18235843.101,296.0,5500.0,400.0,1500.0
Toyota,1750000,2015,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,AWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Renault,395000,2018,75500,Petrol,Manual,Raipur,Blue,First,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
BMW,2790000,2018,25000,Diesel,Automatic,Chennai,White,First,Individual,FWD,5.0,51.0,13030471.428,188.0,4000.0,400.0,1750.0
Audi,2475000,2018,38000,Diesel,Automatic,Delhi,Red,First,Individual,AWD,5.0,64.0,12910527.48,184.0,3500.0,380.0,1750.0
Hyundai,750000,2018,33647,Petrol,Automatic,Mumbai,Red,First,Individual,FWD,5.0,40.0,10399534.95,82.0,6000.0,115.0,4000.0
Mahindra,950000,2016,86000,Diesel,Manual,Lucknow,White,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Hyundai,569000,2018,57847,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Maruti Suzuki,470000,2016,74000,Petrol,Manual,Ranchi,White,First,Individual,FWD,5.0,42.0,10529721.375,83.0,6000.0,115.0,4000.0
Porsche,5350000,2015,58000,Diesel,Automatic,Chandigarh,White,First,Individual,AWD,5.0,85.0,17805536.65,245.0,4400.0,550.0,2750.0
Nissan,450000,2014,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,FWD,5.0,50.0,13185998.022,84.0,3750.0,200.0,1900.0
Renault,299000,2016,26000,Petrol,Manual,Mumbai,Brown,First,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
Hyundai,1875000,2020,18000,Petrol,Automatic,Mumbai,Black,First,Individual,FWD,5.0,50.0,12584595.0,138.0,6000.0,242.0,1500.0
Mahindra,1825000,2022,11000,Diesel,Automatic,Mumbai,Black,First,Individual,AWD,4.0,57.0,13373978.8,130.0,3750.0,300.0,1600.0
Land Rover,4459000,2018,57300,Diesel,Automatic,Indore,White,First,Individual,AWD,7.0,65.0,16407997.6,148.0,4000.0,400.0,1750.0
Toyota,790000,2019,25000,Petrol,Automatic,Delhi,Red,First,Individual,FWD,5.0,37.0,10526625.25,82.0,6000.0,113.0,4200.0
Hyundai,1095000,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
Toyota,1950000,2020,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Volkswagen,525000,2015,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,FWD,5.0,45.0,9702465.62,103.0,5000.0,175.0,1500.0
Isuzu,2100000,2018,75592,Diesel,Automatic,Hyderabad,White,First,Individual,RWD,7.0,65.0,16513080.0,174.0,3600.0,380.0,1800.0
Maruti Suzuki,270000,2014,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,FWD,5.0,35.0,7795670.0,67.0,6200.0,90.0,3500.0
Toyota,894999,2015,39780,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,55.0,12095737.5,138.0,6400.0,173.0,4000.0
Hyundai,335000,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Tata,1000000,2018,38000,Diesel,Manual,Mumbai,White,First,Individual,RWD,7.0,60.0,16318811.124,148.0,4000.0,320.0,1700.0
Hyundai,960000,2016,37079,Petrol,Automatic,Thane,Red,First,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
Mercedes-Benz,7200000,2018,87200,Diesel,Automatic,Bangalore,White,First,Individual,AWD,7.0,100.0,18354627.0,255.0,3400.0,620.0,1600.0
Audi,1300000,2014,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Volkswagen,375000,2013,39000,Petrol,Manual,Delhi,Red,First,Individual,FWD,5.0,45.0,9702465.62,74.0,5400.0,110.0,3750.0
Jaguar,3299000,2017,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,RWD,5.0,56.0,13355379.24,177.0,4000.0,430.0,1750.0
Audi,1798999,2016,84700,Diesel,Automatic,Karnal,White,First,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Hyundai,545000,2014,56000,Petrol,Manual,Noida,Red,First,Individual,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Hyundai,1085000,2022,3383,Petrol,Manual,Mumbai,Blue,First,Individual,FWD,5.0,45.0,11349195.75,118.0,6000.0,172.0,1500.0
Maruti Suzuki,725000,2018,42000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
BMW,1090000,2012,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,AWD,5.0,67.0,14521936.968,184.0,4000.0,380.0,1750.0
Honda,900000,2019,17000,Petrol,Manual,Ahmedabad,White,First,Individual,FWD,5.0,40.0,11101759.866,89.0,6000.0,110.0,4800.0
BMW,3400000,2016,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,RWD,5.0,65.0,13637042.592,188.0,4000.0,400.0,1750.0
Honda,295000,2014,62500,Diesel,Manual,Varanasi,Bronze,First,Individual,FWD,5.0,35.0,10088316.0,99.0,3600.0,200.0,1750.0
Tata,2251000,2021,30229,Diesel,Automatic,Mumbai,White,First,Individual,FWD,5.0,50.0,14856892.072,168.0,3750.0,350.0,1750.0
Porsche,9300000,2019,9000,Petrol,Automatic,Pune,Blue,First,Corporate,AWD,4.0,68.0,10845800.928,325.0,7400.0,390.0,5600.0
Maruti Suzuki,430000,2016,26600,CNG,Manual,Pune,Brown,First,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Maruti Suzuki,600000,2017,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,FWD,5.0,43.0,11535034.5,89.0,4000.0,200.0,1750.0
Hyundai,1595000,2017,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,FWD,5.0,62.0,13742725.0,153.0,6200.0,192.0,4000.0
Hyundai,375000,2013,29135,Petrol,Manual,Panchkula,White,First,Individual,FWD,5.0,45.0,10281332.25,83.0,6000.0,113.0,4000.0
Volvo,1200000,2015,50965,Diesel,Automatic,Kolkata,White,First,Corporate,FWD,5.0,60.0,11360313.18,150.0,3500.0,350.0,1500.0
Toyota,1525000,2014,72000,Diesel,Automatic,Delhi,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,360.0,1400.0
Mercedes-Benz,2675000,2016,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,RWD,5.0,66.0,12230553.72,181.0,5500.0,300.0,1200.0
Honda,545000,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Mercedes-Benz,7900000,2017,11850,Diesel,Automatic,Vadodara,White,First,Individual,RWD,5.0,70.0,14883458.076,282.0,3600.0,600.0,1600.0
Honda,195000,2010,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,FWD,5.0,42.0,10147117.5,89.0,6200.0,110.0,4800.0
BMW,4550000,2021,24000,Diesel,Automatic,Delhi,White,First,Individual,RWD,5.0,59.0,12345797.205,188.0,4000.0,400.0,1750.0
Land Rover,2499000,2015,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,AWD,5.0,57.0,13870522.5,188.0,3500.0,420.0,1750.0
Hyundai,1097000,2022,1700,Diesel,Manual,Mumbai,White,First,Individual,FWD,5.0,45.0,11349195.75,99.0,4000.0,240.0,1500.0
Volkswagen,1095000,2020,43260,Petrol,Automatic,Bangalore,Red,First,Individual,FWD,5.0,45.0,9811777.118,103.0,5000.0,175.0,1500.0
Maruti Suzuki,325000,2015,67738,CNG,Manual,Delhi,White,Second,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Mahindra,1375000,2019,69000,Diesel,Manual,Lucknow,Black,First,Individual,AWD,7.0,60.0,16179290.4,140.0,3750.0,320.0,1500.0
Maruti Suzuki,745000,2021,14722,Petrol,Manual,Bangalore,White,First,Individual,FWD,5.0,37.0,10206744.75,89.0,6000.0,113.0,4400.0
Toyota,2175000,2017,29000,Diesel,Manual,Mysore,Bronze,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Jeep,1250000,2017,60200,Petrol,Automatic,Thane,White,First,Corporate,FWD,5.0,60.0,13103780.4,160.0,5500.0,250.0,2500.0
Maruti Suzuki,500000,2017,140000,Diesel,Manual,Warangal,Grey,First,Individual,FWD,5.0,42.0,9984397.5,74.0,4000.0,190.0,2000.0
Honda,625000,2017,23798,Petrol,Manual,Ahmedabad,Brown,First,Individual,FWD,5.0,40.0,11101759.866,89.0,6000.0,110.0,4800.0
Volkswagen,650000,2017,51000,Petrol,Automatic,Rohtak,White,First,Individual,FWD,5.0,55.0,10919377.856,103.0,5000.0,175.0,1500.0
Honda,310000,2014,49000,Petrol,Manual,Delhi,Brown,Second,Individual,FWD,5.0,35.0,9097200.0,87.0,6000.0,109.0,4500.0
Renault,600000,2017,48000,Petrol,Manual,Mumbai,Black,First,Individual,FWD,5.0,50.0,13325971.35,105.0,5600.0,142.0,4000.0
Ford,295000,2013,74000,Diesel,Manual,Hyderabad,Maroon,First,Individual,FWD,5.0,43.0,11054096.592,89.0,3750.0,204.0,2000.0
Mahindra,484999,2012,102000,Diesel,Manual,Mumbai,Grey,Second,Individual,FWD,7.0,70.0,15468185.25,140.0,3750.0,330.0,2800.0
BMW,4250000,2018,32000,Petrol,Automatic,Mumbai,Blue,First,Individual,RWD,5.0,57.0,13637042.592,248.0,5200.0,350.0,1450.0
Tata,375000,2013,97000,Diesel,Manual,Ambala Cantt,Black,First,Individual,RWD,7.0,55.0,17580678.15,138.0,4000.0,320.0,1700.0
Kia,1625000,2021,16000,Petrol,Automatic,Kolkata,Red,First,Individual,FWD,5.0,50.0,12776715.0,138.0,6000.0,242.0,1500.0
Porsche,5350000,2016,55700,Diesel,Automatic,Navi Mumbai,Silver,First,Corporate,AWD,5.0,85.0,16050605.725,241.0,3800.0,550.0,1750.0
BMW,4250000,2017,80000,Diesel,Automatic,Thane,White,First,Individual,AWD,5.0,80.0,17212135.56,262.0,4000.0,620.0,1500.0
Ford,480000,2014,115000,Diesel,Manual,Pune,White,First,Individual,FWD,5.0,52.0,12055465.38,89.0,3750.0,204.0,2000.0
Hyundai,590000,2020,74000,Petrol,Manual,Ahmedabad,White,First,Individual,FWD,5.0,37.0,9716448.0,82.0,6000.0,114.0,4000.0
Hyundai,561000,2015,61000,Diesel,Manual,Ahmedabad,Silver,First,Individual,FWD,5.0,45.0,10399534.95,89.0,4000.0,220.0,1500.0
Toyota,725000,2014,104814,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,55.0,11825792.0,138.0,6400.0,173.0,4000.0
Hyundai,645000,2013,17000,Petrol,Manual,Pune,White,First,Individual,FWD,5.0,56.0,11819902.5,147.0,6500.0,177.0,4700.0
Audi,1695000,2015,60000,Diesel,Automatic,Delhi,White,Second,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Maruti Suzuki,450000,2016,45000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Mahindra,1375000,2016,75811,Diesel,Manual,Bangalore,Black,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Mahindra,1700000,2021,3813,Petrol,Manual,Chennai,Red,First,Individual,AWD,4.0,57.0,13453758.5,150.0,5000.0,300.0,1250.0
Maruti Suzuki,525000,2016,64928,Petrol,Manual,Mumbai,Red,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,590000,2018,68500,Diesel,Manual,Varanasi,Grey,First,Individual,FWD,5.0,37.0,10500957.375,74.0,4000.0,190.0,2000.0
Toyota,1495000,2014,85000,Diesel,Automatic,Delhi,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,360.0,1400.0
BMW,3300000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,RWD,5.0,65.0,15018452.784,190.0,4000.0,400.0,1750.0
Honda,385000,2013,72567,Diesel,Manual,Samastipur,White,First,Individual,FWD,5.0,35.0,10088316.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,535000,2020,4295,Petrol,Manual,Samastipur,Silver,First,Individual,FWD,5.0,35.0,8956377.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,875000,2018,82000,Diesel,Manual,Ahmedabad,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Hyundai,969999,2018,68000,Diesel,Manual,Kanpur,Black,First,Individual,FWD,5.0,55.0,12654999.0,126.0,4000.0,260.0,1500.0
Honda,1700000,2022,8530,Petrol,Automatic,Pune,White,UnRegistered Car,Individual,FWD,5.0,40.0,11840009.828,119.0,6600.0,145.0,4300.0
Hyundai,1789999,2018,46000,Petrol,Automatic,Delhi,Black,First,Individual,FWD,5.0,62.0,13742725.0,153.0,6200.0,192.0,4000.0
Toyota,1964999,2020,26000,Petrol,Manual,Delhi,Silver,First,Individual,RWD,7.0,65.0,15553764.75,164.0,5200.0,245.0,4000.0
Audi,4000000,2014,39394,Petrol,Automatic,Jaipur,White,Second,Individual,AWD,2.0,60.0,10462364.748,208.0,4300.0,350.0,1600.0
Tata,484999,2018,35000,Petrol,Automatic,Patna,Blue,First,Individual,FWD,5.0,35.0,9470431.17,84.0,6000.0,114.0,3500.0
Maruti Suzuki,580000,2019,17881,Petrol,Manual,Ranchi,Grey,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Honda,450000,2014,48409,Petrol,Manual,Ranchi,White,Second,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,355000,2020,40000,Petrol,Manual,Deoghar,White,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Audi,2375000,2017,61643,Diesel,Automatic,Dehradun,Blue,First,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Mercedes-Benz,6500000,2020,21000,Petrol,Automatic,Gurgaon,White,Second,Individual,RWD,4.0,59.0,11950658.94,241.0,5500.0,370.0,1300.0
Tata,1050000,2022,1500,Petrol,Manual,Kolkata,Black,First,Individual,FWD,5.0,44.0,11613504.738,118.0,5500.0,170.0,1750.0
Ford,445000,2014,38985,Diesel,Manual,Noida,Silver,First,Individual,FWD,5.0,52.0,11622006.09,99.0,3750.0,205.0,1750.0
Honda,495000,2015,52000,Petrol,Manual,Noida,Brown,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Hyundai,275000,2011,42000,Petrol,Manual,Pune,Grey,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Honda,465000,2014,29442,Petrol,Automatic,Mumbai,Silver,First,Individual,FWD,5.0,35.0,10088316.0,87.0,6000.0,109.0,4500.0
Jeep,1050000,2017,71800,Diesel,Manual,Lucknow,Black,First,Individual,FWD,5.0,60.0,13103780.4,171.0,3750.0,350.0,1750.0
Mercedes-Benz,4900000,2022,5000,Petrol,Automatic,Delhi,White,First,Individual,RWD,5.0,66.0,12230553.72,181.0,5800.0,280.0,1600.0
Hyundai,695000,2020,18000,CNG,Manual,Ghaziabad,Green,First,Individual,FWD,5.0,60.0,9716448.0,68.0,6000.0,95.0,4000.0
Toyota,3210000,2018,37000,Diesel,Automatic,Delhi,White,First,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Hyundai,445000,2018,65555,Diesel,Manual,Varanasi,White,Second,Individual,FWD,5.0,43.0,10080184.0,74.0,4000.0,190.0,1750.0
Land Rover,5950000,2021,35000,Diesel,Automatic,Delhi,Beige,First,Individual,AWD,5.0,66.5,14386726.884,177.0,4000.0,430.0,1750.0
BMW,3800000,2018,87000,Diesel,Automatic,Raipur,Blue,First,Individual,AWD,5.0,67.0,14698972.926,190.0,4000.0,400.0,1750.0
Hyundai,1000000,2018,42000,Petrol,Automatic,Kolkata,White,First,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
Mahindra,1490000,2018,68000,Diesel,Manual,Ludhiana,White,Second,Individual,AWD,7.0,60.0,16179290.4,140.0,3750.0,320.0,1500.0
MG,1550000,2022,600,Petrol,Manual,Kolkata,Orange,First,Individual,FWD,5.0,48.0,12903506.55,108.0,6000.0,144.0,4400.0
Toyota,484999,2017,86006,Diesel,Manual,Gurgaon,White,First,Individual,FWD,5.0,45.0,9940903.8,67.0,3800.0,170.0,1800.0
Honda,425000,2014,75000,Diesel,Manual,Kanpur,White,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Mahindra,1150000,2014,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Skoda,3195000,2021,21651,Petrol,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,66.0,13437320.632,177.0,5100.0,250.0,1250.0
Hyundai,725000,2016,84000,Diesel,Manual,Aurangabad,White,First,Individual,FWD,5.0,45.0,10933516.0,89.0,4000.0,220.0,1500.0
Mercedes-Benz,2450000,2014,65000,Diesel,Automatic,Chandigarh,White,Second,Individual,AWD,5.0,70.0,18472513.744,254.0,3600.0,619.0,1600.0
Maruti Suzuki,741000,2017,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Mercedes-Benz,7350000,2022,17000,Diesel,Automatic,Surat,Grey,First,Individual,RWD,5.0,80.0,14069266.92,192.0,3800.0,400.0,1600.0
Mahindra,1550000,2020,28000,Diesel,Manual,Delhi,Black,First,Individual,AWD,6.0,57.0,13925184.0,130.0,3750.0,300.0,1600.0
Honda,645000,2015,64000,Diesel,Manual,Raipur,White,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Honda,550000,2014,85000,Diesel,Manual,Jaipur,Silver,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,595000,2017,35000,Petrol,Automatic,Mumbai,Blue,Third,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Volvo,1595000,2015,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,60.0,11360313.18,150.0,3500.0,350.0,1500.0
Maruti Suzuki,500000,2017,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,FWD,5.0,35.0,9505849.125,67.0,6000.0,90.0,3500.0
Maruti Suzuki,345000,2016,49857,Petrol,Manual,Faridabad,White,First,Individual,FWD,5.0,35.0,9146858.5,67.0,6200.0,90.0,3500.0
Maruti Suzuki,299000,2013,46000,Petrol,Manual,Varanasi,White,First,Individual,FWD,5.0,35.0,8956377.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,570000,2017,36000,Petrol,Automatic,Zirakpur,White,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Renault,800000,2021,13000,Petrol,Automatic,Dehradun,White,First,Individual,FWD,5.0,40.0,11209721.25,99.0,5000.0,152.0,2200.0
Hyundai,315000,2013,45000,Petrol,Manual,Chennai,Grey,First,Individual,FWD,5.0,32.0,7961475.0,68.0,6200.0,94.0,3500.0
Mercedes-Benz,1850000,2011,26000,Petrol,Automatic,Delhi,Black,First,Individual,RWD,5.0,90.0,16386018.48,272.0,6300.0,345.0,4500.0
Maruti Suzuki,610000,2022,3800,CNG,Manual,Delhi,White,First,Individual,FWD,4.0,55.0,8475003.2,58.0,5500.0,78.0,3500.0
Toyota,1995000,2018,35123,Diesel,Manual,Patna,White,First,Individual,RWD,8.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
